weekday,hour,dteday,sum_cnt,mean_cnt,min_cnt,max_cnt,std_cnt
Thursday,6,2012-09-06,200,200.0,200,200,
Thursday,6,2012-09-13,195,195.0,195,195,
Thursday,6,2012-09-20,170,170.0,170,170,
Thursday,6,2012-09-27,169,169.0,169,169,
Thursday,6,2012-10-04,133,133.0,133,133,
Thursday,6,2012-10-11,159,159.0,159,159,
Thursday,6,2012-10-18,153,153.0,153,153,
Thursday,6,2012-10-25,171,171.0,171,171,
Thursday,6,2012-11-01,148,148.0,148,148,
Thursday,6,2012-11-08,124,124.0,124,124,
Thursday,6,2012-11-15,147,147.0,147,147,
Thursday,6,2012-11-22,17,17.0,17,17,
Thursday,6,2012-11-29,121,121.0,121,121,
Thursday,6,2012-12-06,124,124.0,124,124,
Thursday,6,2012-12-13,114,114.0,114,114,
Thursday,6,2012-12-20,118,118.0,118,118,
Thursday,6,2012-12-27,45,45.0,45,45,
Thursday,7,2011-01-06,95,95.0,95,95,
Thursday,7,2011-01-13,72,72.0,72,72,
Thursday,7,2011-01-20,101,101.0,101,101,
Thursday,7,2011-02-03,87,87.0,87,87,
Thursday,7,2011-02-10,99,99.0,99,99,
Thursday,7,2011-02-17,126,126.0,126,126,
Thursday,7,2011-02-24,104,104.0,104,104,
Thursday,7,2011-03-03,111,111.0,111,111,
Thursday,7,2011-03-10,37,37.0,37,37,
Thursday,7,2011-03-17,140,140.0,140,140,
Thursday,7,2011-03-24,108,108.0,108,108,
Thursday,7,2011-03-31,92,92.0,92,92,
Thursday,7,2011-04-07,160,160.0,160,160,
Thursday,7,2011-04-14,193,193.0,193,193,
Thursday,7,2011-04-21,198,198.0,198,198,
Thursday,7,2011-04-28,215,215.0,215,215,
Thursday,7,2011-05-05,271,271.0,271,271,
Thursday,7,2011-05-12,297,297.0,297,297,
Thursday,7,2011-05-19,257,257.0,257,257,
Thursday,7,2011-05-26,286,286.0,286,286,
Thursday,7,2011-06-02,304,304.0,304,304,
Thursday,7,2011-06-09,314,314.0,314,314,
Thursday,7,2011-06-16,188,188.0,188,188,
Thursday,7,2011-06-23,327,327.0,327,327,
Thursday,7,2011-06-30,320,320.0,320,320,
Thursday,7,2011-07-07,292,292.0,292,292,
Thursday,7,2011-07-14,334,334.0,334,334,
Thursday,7,2011-07-21,274,274.0,274,274,
Thursday,7,2011-07-28,305,305.0,305,305,
Thursday,7,2011-08-04,282,282.0,282,282,
Thursday,7,2011-08-11,307,307.0,307,307,
Thursday,7,2011-08-18,308,308.0,308,308,
Thursday,7,2011-08-25,313,313.0,313,313,
Thursday,7,2011-09-01,342,342.0,342,342,
Thursday,7,2011-09-08,179,179.0,179,179,
Thursday,7,2011-09-15,338,338.0,338,338,
Thursday,7,2011-09-22,311,311.0,311,311,
Thursday,7,2011-09-29,283,283.0,283,283,
Thursday,7,2011-10-06,302,302.0,302,302,
Thursday,7,2011-10-13,81,81.0,81,81,
Thursday,7,2011-10-20,318,318.0,318,318,
Thursday,7,2011-10-27,137,137.0,137,137,
Thursday,7,2011-11-03,292,292.0,292,292,
Thursday,7,2011-11-10,272,272.0,272,272,
Thursday,7,2011-11-17,168,168.0,168,168,
Thursday,7,2011-11-24,40,40.0,40,40,
Thursday,7,2011-12-01,276,276.0,276,276,
Thursday,7,2011-12-08,244,244.0,244,244,
Thursday,7,2011-12-15,258,258.0,258,258,
Thursday,7,2011-12-22,186,186.0,186,186,
Thursday,7,2011-12-29,106,106.0,106,106,
Thursday,7,2012-01-05,215,215.0,215,215,
Thursday,7,2012-01-12,220,220.0,220,220,
Thursday,7,2012-01-19,206,206.0,206,206,
Thursday,7,2012-01-26,239,239.0,239,239,
Thursday,7,2012-02-02,205,205.0,205,205,
Thursday,7,2012-02-09,267,267.0,267,267,
Thursday,7,2012-02-16,288,288.0,288,288,
Thursday,7,2012-02-23,326,326.0,326,326,
Thursday,7,2012-03-01,304,304.0,304,304,
Thursday,7,2012-03-08,334,334.0,334,334,
Thursday,7,2012-03-15,381,381.0,381,381,
Thursday,7,2012-03-22,361,361.0,361,361,
Thursday,7,2012-03-29,367,367.0,367,367,
Thursday,7,2012-04-05,354,354.0,354,354,
Thursday,7,2012-04-12,306,306.0,306,306,
Thursday,7,2012-04-19,406,406.0,406,406,
Thursday,7,2012-04-26,225,225.0,225,225,
Thursday,7,2012-05-03,384,384.0,384,384,
Thursday,7,2012-05-10,401,401.0,401,401,
Thursday,7,2012-05-17,474,474.0,474,474,
Thursday,7,2012-05-24,415,415.0,415,415,
Thursday,7,2012-05-31,507,507.0,507,507,
Thursday,7,2012-06-07,526,526.0,526,526,
Thursday,7,2012-06-14,506,506.0,506,506,
Thursday,7,2012-06-21,463,463.0,463,463,
Thursday,7,2012-06-28,508,508.0,508,508,
Thursday,7,2012-07-05,343,343.0,343,343,
Thursday,7,2012-07-12,512,512.0,512,512,
Thursday,7,2012-07-19,473,473.0,473,473,
Thursday,7,2012-07-26,495,495.0,495,495,
Thursday,7,2012-08-02,473,473.0,473,473,
Thursday,7,2012-08-09,475,475.0,475,475,
Thursday,7,2012-08-16,464,464.0,464,464,
Thursday,7,2012-08-23,481,481.0,481,481,
Thursday,7,2012-08-30,532,532.0,532,532,
Thursday,7,2012-09-06,482,482.0,482,482,
Thursday,7,2012-09-13,571,571.0,571,571,
Thursday,7,2012-09-20,534,534.0,534,534,
Thursday,7,2012-09-27,558,558.0,558,558,
Thursday,7,2012-10-04,391,391.0,391,391,
Thursday,7,2012-10-11,478,478.0,478,478,
Thursday,7,2012-10-18,508,508.0,508,508,
Thursday,7,2012-10-25,495,495.0,495,495,
Thursday,7,2012-11-01,420,420.0,420,420,
Thursday,7,2012-11-08,423,423.0,423,423,
Thursday,7,2012-11-15,410,410.0,410,410,
Thursday,7,2012-11-22,56,56.0,56,56,
Thursday,7,2012-11-29,362,362.0,362,362,
Thursday,7,2012-12-06,389,389.0,389,389,
Thursday,7,2012-12-13,385,385.0,385,385,
Thursday,7,2012-12-20,350,350.0,350,350,
Thursday,7,2012-12-27,90,90.0,90,90,
Thursday,8,2011-01-06,219,219.0,219,219,
Thursday,8,2011-01-13,202,202.0,202,202,
Thursday,8,2011-01-20,249,249.0,249,249,
Thursday,8,2011-02-03,188,188.0,188,188,
Thursday,8,2011-02-10,178,178.0,178,178,
Thursday,8,2011-02-17,285,285.0,285,285,
Thursday,8,2011-02-24,252,252.0,252,252,
Thursday,8,2011-03-03,220,220.0,220,220,
Thursday,8,2011-03-10,44,44.0,44,44,
Thursday,8,2011-03-17,299,299.0,299,299,
Thursday,8,2011-03-24,124,124.0,124,124,
Thursday,8,2011-03-31,192,192.0,192,192,
Thursday,8,2011-04-07,314,314.0,314,314,
Thursday,8,2011-04-14,337,337.0,337,337,
Thursday,8,2011-04-21,365,365.0,365,365,
Thursday,8,2011-04-28,398,398.0,398,398,
Thursday,8,2011-05-05,440,440.0,440,440,
Thursday,8,2011-05-12,421,421.0,421,421,
Thursday,8,2011-05-19,487,487.0,487,487,
Thursday,8,2011-05-26,489,489.0,489,489,
Thursday,8,2011-06-02,467,467.0,467,467,
Thursday,8,2011-06-09,432,432.0,432,432,
Thursday,8,2011-06-16,388,388.0,388,388,
Thursday,8,2011-06-23,432,432.0,432,432,
Thursday,8,2011-06-30,555,555.0,555,555,
Thursday,8,2011-07-07,443,443.0,443,443,
Thursday,8,2011-07-14,486,486.0,486,486,
Thursday,8,2011-07-21,381,381.0,381,381,
Thursday,8,2011-07-28,456,456.0,456,456,
Thursday,8,2011-08-04,398,398.0,398,398,
Thursday,8,2011-08-11,390,390.0,390,390,
Thursday,8,2011-08-18,420,420.0,420,420,
Thursday,8,2011-08-25,484,484.0,484,484,
Thursday,8,2011-09-01,498,498.0,498,498,
Thursday,8,2011-09-08,195,195.0,195,195,
Thursday,8,2011-09-15,391,391.0,391,391,
Thursday,8,2011-09-22,415,415.0,415,415,
Thursday,8,2011-09-29,431,431.0,431,431,
Thursday,8,2011-10-06,457,457.0,457,457,
Thursday,8,2011-10-13,209,209.0,209,209,
Thursday,8,2011-10-20,426,426.0,426,426,
Thursday,8,2011-10-27,316,316.0,316,316,
Thursday,8,2011-11-03,402,402.0,402,402,
Thursday,8,2011-11-10,436,436.0,436,436,
Thursday,8,2011-11-17,355,355.0,355,355,
Thursday,8,2011-11-24,46,46.0,46,46,
Thursday,8,2011-12-01,477,477.0,477,477,
Thursday,8,2011-12-08,429,429.0,429,429,
Thursday,8,2011-12-15,457,457.0,457,457,
Thursday,8,2011-12-22,343,343.0,343,343,
Thursday,8,2011-12-29,210,210.0,210,210,
Thursday,8,2012-01-05,388,388.0,388,388,
Thursday,8,2012-01-12,508,508.0,508,508,
Thursday,8,2012-01-19,423,423.0,423,423,
Thursday,8,2012-01-26,530,530.0,530,530,
Thursday,8,2012-02-02,445,445.0,445,445,
Thursday,8,2012-02-09,484,484.0,484,484,
Thursday,8,2012-02-16,498,498.0,498,498,
Thursday,8,2012-02-23,560,560.0,560,560,
Thursday,8,2012-03-01,594,594.0,594,594,
Thursday,8,2012-03-08,585,585.0,585,585,
Thursday,8,2012-03-15,623,623.0,623,623,
Thursday,8,2012-03-22,649,649.0,649,649,
Thursday,8,2012-03-29,654,654.0,654,654,
Thursday,8,2012-04-05,638,638.0,638,638,
Thursday,8,2012-04-12,624,624.0,624,624,
Thursday,8,2012-04-19,677,677.0,677,677,
Thursday,8,2012-04-26,362,362.0,362,362,
Thursday,8,2012-05-03,627,627.0,627,627,
Thursday,8,2012-05-10,630,630.0,630,630,
Thursday,8,2012-05-17,634,634.0,634,634,
Thursday,8,2012-05-24,692,692.0,692,692,
Thursday,8,2012-05-31,693,693.0,693,693,
Thursday,8,2012-06-07,681,681.0,681,681,
Thursday,8,2012-06-14,719,719.0,719,719,
Thursday,8,2012-06-21,590,590.0,590,590,
Thursday,8,2012-06-28,617,617.0,617,617,
Thursday,8,2012-07-05,550,550.0,550,550,
Thursday,8,2012-07-12,702,702.0,702,702,
Thursday,8,2012-07-19,657,657.0,657,657,
Thursday,8,2012-07-26,729,729.0,729,729,
Thursday,8,2012-08-02,739,739.0,739,739,
Thursday,8,2012-08-09,698,698.0,698,698,
Thursday,8,2012-08-16,682,682.0,682,682,
Thursday,8,2012-08-23,707,707.0,707,707,
Thursday,8,2012-08-30,754,754.0,754,754,
Thursday,8,2012-09-06,646,646.0,646,646,
Thursday,8,2012-09-13,758,758.0,758,758,
Thursday,8,2012-09-20,790,790.0,790,790,
Thursday,8,2012-09-27,794,794.0,794,794,
Thursday,8,2012-10-04,738,738.0,738,738,
Thursday,8,2012-10-11,798,798.0,798,798,
Thursday,8,2012-10-18,834,834.0,834,834,
Thursday,8,2012-10-25,779,779.0,779,779,
Thursday,8,2012-11-01,680,680.0,680,680,
Thursday,8,2012-11-08,668,668.0,668,668,
Thursday,8,2012-11-15,646,646.0,646,646,
Thursday,8,2012-11-22,97,97.0,97,97,
Thursday,8,2012-11-29,679,679.0,679,679,
Thursday,8,2012-12-06,659,659.0,659,659,
Thursday,8,2012-12-13,679,679.0,679,679,
Thursday,8,2012-12-20,599,599.0,599,599,
Thursday,8,2012-12-27,208,208.0,208,208,
Thursday,9,2011-01-06,122,122.0,122,122,
Thursday,9,2011-01-13,139,139.0,139,139,
Thursday,9,2011-01-20,143,143.0,143,143,
Thursday,9,2011-02-03,133,133.0,133,133,
Thursday,9,2011-02-10,122,122.0,122,122,
Thursday,9,2011-02-17,179,179.0,179,179,
Thursday,9,2011-02-24,137,137.0,137,137,
Thursday,9,2011-03-03,145,145.0,145,145,
Thursday,9,2011-03-10,24,24.0,24,24,
Thursday,9,2011-03-17,185,185.0,185,185,
Thursday,9,2011-03-24,97,97.0,97,97,
Thursday,9,2011-03-31,132,132.0,132,132,
Thursday,9,2011-04-07,170,170.0,170,170,
Thursday,9,2011-04-14,170,170.0,170,170,
Thursday,9,2011-04-21,196,196.0,196,196,
Thursday,9,2011-04-28,183,183.0,183,183,
Thursday,9,2011-05-05,184,184.0,184,184,
Thursday,9,2011-05-12,212,212.0,212,212,
Thursday,9,2011-05-19,216,216.0,216,216,
Thursday,9,2011-05-26,216,216.0,216,216,
Thursday,9,2011-06-02,225,225.0,225,225,
Thursday,9,2011-06-09,168,168.0,168,168,
Thursday,9,2011-06-16,261,261.0,261,261,
Thursday,9,2011-06-23,227,227.0,227,227,
Thursday,9,2011-06-30,260,260.0,260,260,
Thursday,9,2011-07-07,179,179.0,179,179,
Thursday,9,2011-07-14,224,224.0,224,224,
Thursday,9,2011-07-21,200,200.0,200,200,
Thursday,9,2011-07-28,210,210.0,210,210,
Thursday,9,2011-08-04,187,187.0,187,187,
Thursday,9,2011-08-11,197,197.0,197,197,
Thursday,9,2011-08-18,228,228.0,228,228,
Thursday,9,2011-08-25,162,162.0,162,162,
Thursday,9,2011-09-01,207,207.0,207,207,
Thursday,9,2011-09-08,69,69.0,69,69,
Thursday,9,2011-09-15,209,209.0,209,209,
Thursday,9,2011-09-22,203,203.0,203,203,
Thursday,9,2011-09-29,225,225.0,225,225,
Thursday,9,2011-10-06,208,208.0,208,208,
Thursday,9,2011-10-13,109,109.0,109,109,
Thursday,9,2011-10-20,223,223.0,223,223,
Thursday,9,2011-10-27,171,171.0,171,171,
Thursday,9,2011-11-03,164,164.0,164,164,
Thursday,9,2011-11-10,211,211.0,211,211,
Thursday,9,2011-11-17,198,198.0,198,198,
Thursday,9,2011-11-24,81,81.0,81,81,
Thursday,9,2011-12-01,224,224.0,224,224,
Thursday,9,2011-12-08,225,225.0,225,225,
Thursday,9,2011-12-15,280,280.0,280,280,
Thursday,9,2011-12-22,228,228.0,228,228,
Thursday,9,2011-12-29,170,170.0,170,170,
Thursday,9,2012-01-05,227,227.0,227,227,
Thursday,9,2012-01-12,230,230.0,230,230,
Thursday,9,2012-01-19,210,210.0,210,210,
Thursday,9,2012-01-26,274,274.0,274,274,
Thursday,9,2012-02-02,228,228.0,228,228,
Thursday,9,2012-02-09,238,238.0,238,238,
Thursday,9,2012-02-16,202,202.0,202,202,
Thursday,9,2012-02-23,242,242.0,242,242,
Thursday,9,2012-03-01,286,286.0,286,286,
Thursday,9,2012-03-08,301,301.0,301,301,
Thursday,9,2012-03-15,315,315.0,315,315,
Thursday,9,2012-03-22,318,318.0,318,318,
Thursday,9,2012-03-29,321,321.0,321,321,
Thursday,9,2012-04-05,351,351.0,351,351,
Thursday,9,2012-04-12,287,287.0,287,287,
Thursday,9,2012-04-19,301,301.0,301,301,
Thursday,9,2012-04-26,201,201.0,201,201,
Thursday,9,2012-05-03,304,304.0,304,304,
Thursday,9,2012-05-10,361,361.0,361,361,
Thursday,9,2012-05-17,346,346.0,346,346,
Thursday,9,2012-05-24,301,301.0,301,301,
Thursday,9,2012-05-31,311,311.0,311,311,
Thursday,9,2012-06-07,337,337.0,337,337,
Thursday,9,2012-06-14,357,357.0,357,357,
Thursday,9,2012-06-21,256,256.0,256,256,
Thursday,9,2012-06-28,351,351.0,351,351,
Thursday,9,2012-07-05,293,293.0,293,293,
Thursday,9,2012-07-12,327,327.0,327,327,
Thursday,9,2012-07-19,318,318.0,318,318,
Thursday,9,2012-07-26,344,344.0,344,344,
Thursday,9,2012-08-02,343,343.0,343,343,
Thursday,9,2012-08-09,353,353.0,353,353,
Thursday,9,2012-08-16,337,337.0,337,337,
Thursday,9,2012-08-23,412,412.0,412,412,
Thursday,9,2012-08-30,396,396.0,396,396,
Thursday,9,2012-09-06,123,123.0,123,123,
Thursday,9,2012-09-13,338,338.0,338,338,
Thursday,9,2012-09-20,355,355.0,355,355,
Thursday,9,2012-09-27,335,335.0,335,335,
Thursday,9,2012-10-04,359,359.0,359,359,
Thursday,9,2012-10-11,355,355.0,355,355,
Thursday,9,2012-10-18,387,387.0,387,387,
Thursday,9,2012-10-25,343,343.0,343,343,
Thursday,9,2012-11-01,331,331.0,331,331,
Thursday,9,2012-11-08,275,275.0,275,275,
Thursday,9,2012-11-15,323,323.0,323,323,
Thursday,9,2012-11-22,119,119.0,119,119,
Thursday,9,2012-11-29,299,299.0,299,299,
Thursday,9,2012-12-06,276,276.0,276,276,
Thursday,9,2012-12-13,325,325.0,325,325,
Thursday,9,2012-12-20,317,317.0,317,317,
Thursday,9,2012-12-27,133,133.0,133,133,
Thursday,10,2011-01-06,45,45.0,45,45,
Thursday,10,2011-01-13,38,38.0,38,38,
Thursday,10,2011-01-20,57,57.0,57,57,
Thursday,10,2011-02-03,52,52.0,52,52,
Thursday,10,2011-02-10,35,35.0,35,35,
Thursday,10,2011-02-17,88,88.0,88,88,
Thursday,10,2011-02-24,57,57.0,57,57,
Thursday,10,2011-03-03,56,56.0,56,56,
Thursday,10,2011-03-10,17,17.0,17,17,
Thursday,10,2011-03-17,78,78.0,78,78,
Thursday,10,2011-03-24,65,65.0,65,65,
Thursday,10,2011-03-31,69,69.0,69,69,
Thursday,10,2011-04-07,95,95.0,95,95,
Thursday,10,2011-04-14,89,89.0,89,89,
Thursday,10,2011-04-21,98,98.0,98,98,
Thursday,10,2011-04-28,54,54.0,54,54,
Thursday,10,2011-05-05,128,128.0,128,128,
Thursday,10,2011-05-12,147,147.0,147,147,
Thursday,10,2011-05-19,130,130.0,130,130,
Thursday,10,2011-05-26,143,143.0,143,143,
Thursday,10,2011-06-02,139,139.0,139,139,
Thursday,10,2011-06-09,94,94.0,94,94,
Thursday,10,2011-06-16,121,121.0,121,121,
Thursday,10,2011-06-23,127,127.0,127,127,
Thursday,10,2011-06-30,132,132.0,132,132,
Thursday,10,2011-07-07,101,101.0,101,101,
Thursday,10,2011-07-14,127,127.0,127,127,
Thursday,10,2011-07-21,78,78.0,78,78,
Thursday,10,2011-07-28,116,116.0,116,116,
Thursday,10,2011-08-04,113,113.0,113,113,
Thursday,10,2011-08-11,132,132.0,132,132,
Thursday,10,2011-08-18,129,129.0,129,129,
Thursday,10,2011-08-25,142,142.0,142,142,
Thursday,10,2011-09-01,138,138.0,138,138,
Thursday,10,2011-09-08,65,65.0,65,65,
Thursday,10,2011-09-15,121,121.0,121,121,
Thursday,10,2011-09-22,120,120.0,120,120,
Thursday,10,2011-09-29,127,127.0,127,127,
Thursday,10,2011-10-06,129,129.0,129,129,
Thursday,10,2011-10-13,69,69.0,69,69,
Thursday,10,2011-10-20,130,130.0,130,130,
Thursday,10,2011-10-27,62,62.0,62,62,
Thursday,10,2011-11-03,110,110.0,110,110,
Thursday,10,2011-11-10,117,117.0,117,117,
Thursday,10,2011-11-17,81,81.0,81,81,
Thursday,10,2011-11-24,98,98.0,98,98,
Thursday,10,2011-12-01,93,93.0,93,93,
Thursday,10,2011-12-08,110,110.0,110,110,
Thursday,10,2011-12-15,109,109.0,109,109,
Thursday,10,2011-12-22,141,141.0,141,141,
Thursday,10,2011-12-29,110,110.0,110,110,
Thursday,10,2012-01-05,86,86.0,86,86,
Thursday,10,2012-01-12,90,90.0,90,90,
Thursday,10,2012-01-19,108,108.0,108,108,
Thursday,10,2012-01-26,108,108.0,108,108,
Thursday,10,2012-02-02,78,78.0,78,78,
Thursday,10,2012-02-09,97,97.0,97,97,
Thursday,10,2012-02-16,44,44.0,44,44,
Thursday,10,2012-02-23,148,148.0,148,148,
Thursday,10,2012-03-01,133,133.0,133,133,
Thursday,10,2012-03-08,138,138.0,138,138,
Thursday,10,2012-03-15,164,164.0,164,164,
Thursday,10,2012-03-22,142,142.0,142,142,
Thursday,10,2012-03-29,166,166.0,166,166,
Thursday,10,2012-04-05,246,246.0,246,246,
Thursday,10,2012-04-12,141,141.0,141,141,
Thursday,10,2012-04-19,189,189.0,189,189,
Thursday,10,2012-04-26,139,139.0,139,139,
Thursday,10,2012-05-03,168,168.0,168,168,
Thursday,10,2012-05-10,154,154.0,154,154,
Thursday,10,2012-05-17,205,205.0,205,205,
Thursday,10,2012-05-24,185,185.0,185,185,
Thursday,10,2012-05-31,220,220.0,220,220,
Thursday,10,2012-06-07,210,210.0,210,210,
Thursday,10,2012-06-14,179,179.0,179,179,
Thursday,10,2012-06-21,150,150.0,150,150,
Thursday,10,2012-06-28,184,184.0,184,184,
Thursday,10,2012-07-05,186,186.0,186,186,
Thursday,10,2012-07-12,214,214.0,214,214,
Thursday,10,2012-07-19,198,198.0,198,198,
Thursday,10,2012-07-26,222,222.0,222,222,
Thursday,10,2012-08-02,181,181.0,181,181,
Thursday,10,2012-08-09,205,205.0,205,205,
Thursday,10,2012-08-16,199,199.0,199,199,
Thursday,10,2012-08-23,233,233.0,233,233,
Thursday,10,2012-08-30,234,234.0,234,234,
Thursday,10,2012-09-06,49,49.0,49,49,
Thursday,10,2012-09-13,212,212.0,212,212,
Thursday,10,2012-09-20,190,190.0,190,190,
Thursday,10,2012-09-27,208,208.0,208,208,
Thursday,10,2012-10-04,177,177.0,177,177,
Thursday,10,2012-10-11,204,204.0,204,204,
Thursday,10,2012-10-18,218,218.0,218,218,
Thursday,10,2012-10-25,225,225.0,225,225,
Thursday,10,2012-11-01,146,146.0,146,146,
Thursday,10,2012-11-08,161,161.0,161,161,
Thursday,10,2012-11-15,153,153.0,153,153,
Thursday,10,2012-11-22,219,219.0,219,219,
Thursday,10,2012-11-29,178,178.0,178,178,
Thursday,10,2012-12-06,145,145.0,145,145,
Thursday,10,2012-12-13,167,167.0,167,167,
Thursday,10,2012-12-20,161,161.0,161,161,
Thursday,10,2012-12-27,75,75.0,75,75,
Thursday,11,2011-01-06,59,59.0,59,59,
Thursday,11,2011-01-13,37,37.0,37,37,
Thursday,11,2011-01-20,68,68.0,68,68,
Thursday,11,2011-02-03,64,64.0,64,64,
Thursday,11,2011-02-10,45,45.0,45,45,
Thursday,11,2011-02-17,90,90.0,90,90,
Thursday,11,2011-02-24,79,79.0,79,79,
Thursday,11,2011-03-03,50,50.0,50,50,
Thursday,11,2011-03-10,11,11.0,11,11,
Thursday,11,2011-03-17,86,86.0,86,86,
Thursday,11,2011-03-24,71,71.0,71,71,
Thursday,11,2011-03-31,58,58.0,58,58,
Thursday,11,2011-04-07,122,122.0,122,122,
Thursday,11,2011-04-14,115,115.0,115,115,
Thursday,11,2011-04-21,133,133.0,133,133,
Thursday,11,2011-04-28,84,84.0,84,84,
Thursday,11,2011-05-05,148,148.0,148,148,
Thursday,11,2011-05-12,179,179.0,179,179,
Thursday,11,2011-05-19,164,164.0,164,164,
Thursday,11,2011-05-26,160,160.0,160,160,
Thursday,11,2011-06-02,165,165.0,165,165,
Thursday,11,2011-06-09,118,118.0,118,118,
Thursday,11,2011-06-16,150,150.0,150,150,
Thursday,11,2011-06-23,136,136.0,136,136,
Thursday,11,2011-06-30,169,169.0,169,169,
Thursday,11,2011-07-07,142,142.0,142,142,
Thursday,11,2011-07-14,148,148.0,148,148,
Thursday,11,2011-07-21,106,106.0,106,106,
Thursday,11,2011-07-28,154,154.0,154,154,
Thursday,11,2011-08-04,149,149.0,149,149,
Thursday,11,2011-08-11,187,187.0,187,187,
Thursday,11,2011-08-18,141,141.0,141,141,
Thursday,11,2011-08-25,151,151.0,151,151,
Thursday,11,2011-09-01,192,192.0,192,192,
Thursday,11,2011-09-08,98,98.0,98,98,
Thursday,11,2011-09-15,159,159.0,159,159,
Thursday,11,2011-09-22,165,165.0,165,165,
Thursday,11,2011-09-29,158,158.0,158,158,
Thursday,11,2011-10-06,144,144.0,144,144,
Thursday,11,2011-10-13,84,84.0,84,84,
Thursday,11,2011-10-20,129,129.0,129,129,
Thursday,11,2011-10-27,52,52.0,52,52,
Thursday,11,2011-11-03,120,120.0,120,120,
Thursday,11,2011-11-10,108,108.0,108,108,
Thursday,11,2011-11-17,97,97.0,97,97,
Thursday,11,2011-11-24,142,142.0,142,142,
Thursday,11,2011-12-01,102,102.0,102,102,
Thursday,11,2011-12-08,106,106.0,106,106,
Thursday,11,2011-12-15,135,135.0,135,135,
Thursday,11,2011-12-22,145,145.0,145,145,
Thursday,11,2011-12-29,122,122.0,122,122,
Thursday,11,2012-01-05,84,84.0,84,84,
Thursday,11,2012-01-12,119,119.0,119,119,
Thursday,11,2012-01-19,99,99.0,99,99,
Thursday,11,2012-01-26,111,111.0,111,111,
Thursday,11,2012-02-02,105,105.0,105,105,
Thursday,11,2012-02-09,99,99.0,99,99,
Thursday,11,2012-02-16,71,71.0,71,71,
Thursday,11,2012-02-23,182,182.0,182,182,
Thursday,11,2012-03-01,168,168.0,168,168,
Thursday,11,2012-03-08,204,204.0,204,204,
Thursday,11,2012-03-15,211,211.0,211,211,
Thursday,11,2012-03-22,219,219.0,219,219,
Thursday,11,2012-03-29,220,220.0,220,220,
Thursday,11,2012-04-05,268,268.0,268,268,
Thursday,11,2012-04-12,224,224.0,224,224,
Thursday,11,2012-04-19,229,229.0,229,229,
Thursday,11,2012-04-26,151,151.0,151,151,
Thursday,11,2012-05-03,201,201.0,201,201,
Thursday,11,2012-05-10,256,256.0,256,256,
Thursday,11,2012-05-17,279,279.0,279,279,
Thursday,11,2012-05-24,221,221.0,221,221,
Thursday,11,2012-05-31,218,218.0,218,218,
Thursday,11,2012-06-07,237,237.0,237,237,
Thursday,11,2012-06-14,228,228.0,228,228,
Thursday,11,2012-06-21,161,161.0,161,161,
Thursday,11,2012-06-28,211,211.0,211,211,
Thursday,11,2012-07-05,244,244.0,244,244,
Thursday,11,2012-07-12,215,215.0,215,215,
Thursday,11,2012-07-19,216,216.0,216,216,
Thursday,11,2012-07-26,212,212.0,212,212,
Thursday,11,2012-08-02,226,226.0,226,226,
Thursday,11,2012-08-09,260,260.0,260,260,
Thursday,11,2012-08-16,274,274.0,274,274,
Thursday,11,2012-08-23,278,278.0,278,278,
Thursday,11,2012-08-30,276,276.0,276,276,
Thursday,11,2012-09-06,62,62.0,62,62,
Thursday,11,2012-09-13,254,254.0,254,254,
Thursday,11,2012-09-20,243,243.0,243,243,
Thursday,11,2012-09-27,294,294.0,294,294,
Thursday,11,2012-10-04,214,214.0,214,214,
Thursday,11,2012-10-11,251,251.0,251,251,
Thursday,11,2012-10-18,268,268.0,268,268,
Thursday,11,2012-10-25,238,238.0,238,238,
Thursday,11,2012-11-01,170,170.0,170,170,
Thursday,11,2012-11-08,171,171.0,171,171,
Thursday,11,2012-11-15,166,166.0,166,166,
Thursday,11,2012-11-22,232,232.0,232,232,
Thursday,11,2012-11-29,163,163.0,163,163,
Thursday,11,2012-12-06,178,178.0,178,178,
Thursday,11,2012-12-13,189,189.0,189,189,
Thursday,11,2012-12-20,190,190.0,190,190,
Thursday,11,2012-12-27,103,103.0,103,103,
Thursday,12,2011-01-06,84,84.0,84,84,
Thursday,12,2011-01-13,52,52.0,52,52,
Thursday,12,2011-01-20,84,84.0,84,84,
Thursday,12,2011-02-03,69,69.0,69,69,
Thursday,12,2011-02-10,69,69.0,69,69,
Thursday,12,2011-02-17,101,101.0,101,101,
Thursday,12,2011-02-24,95,95.0,95,95,
Thursday,12,2011-03-03,72,72.0,72,72,
Thursday,12,2011-03-10,34,34.0,34,34,
Thursday,12,2011-03-17,105,105.0,105,105,
Thursday,12,2011-03-24,94,94.0,94,94,
Thursday,12,2011-03-31,90,90.0,90,90,
Thursday,12,2011-04-07,153,153.0,153,153,
Thursday,12,2011-04-14,145,145.0,145,145,
Thursday,12,2011-04-21,199,199.0,199,199,
Thursday,12,2011-04-28,107,107.0,107,107,
Thursday,12,2011-05-05,196,196.0,196,196,
Thursday,12,2011-05-12,207,207.0,207,207,
Thursday,12,2011-05-19,168,168.0,168,168,
Thursday,12,2011-05-26,194,194.0,194,194,
Thursday,12,2011-06-02,232,232.0,232,232,
Thursday,12,2011-06-09,140,140.0,140,140,
Thursday,12,2011-06-16,206,206.0,206,206,
Thursday,12,2011-06-23,160,160.0,160,160,
Thursday,12,2011-06-30,233,233.0,233,233,
Thursday,12,2011-07-07,171,171.0,171,171,
