day_type,hour,dteday,sum_cnt,mean_cnt,min_cnt,max_cnt
Weekday,18,2011-09-06,373,373.0,373,373
Weekday,18,2011-09-07,237,237.0,237,237
Weekday,18,2011-09-08,68,68.0,68,68
Weekday,18,2011-09-09,410,410.0,410,410
Weekday,18,2011-09-12,571,571.0,571,571
Weekday,18,2011-09-13,539,539.0,539,539
Weekday,18,2011-09-14,586,586.0,586,586
Weekday,18,2011-09-15,244,244.0,244,244
Weekday,18,2011-09-16,482,482.0,482,482
Weekday,18,2011-09-19,540,540.0,540,540
Weekday,18,2011-09-20,492,492.0,492,492
Weekday,18,2011-09-21,408,408.0,408,408
Weekday,18,2011-09-22,551,551.0,551,551
Weekday,18,2011-09-23,234,234.0,234,234
Weekday,18,2011-09-26,553,553.0,553,553
Weekday,18,2011-09-27,356,356.0,356,356
Weekday,18,2011-09-28,524,524.0,524,524
Weekday,18,2011-09-29,584,584.0,584,584
Weekday,18,2011-09-30,511,511.0,511,511
Weekday,18,2011-10-03,412,412.0,412,412
Weekday,18,2011-10-04,524,524.0,524,524
Weekday,18,2011-10-05,593,593.0,593,593
Weekday,18,2011-10-06,538,538.0,538,538
Weekday,18,2011-10-07,465,465.0,465,465
Weekday,18,2011-10-10,473,473.0,473,473
Weekday,18,2011-10-11,539,539.0,539,539
Weekday,18,2011-10-12,172,172.0,172,172
Weekday,18,2011-10-13,268,268.0,268,268
Weekday,18,2011-10-14,423,423.0,423,423
Weekday,18,2011-10-17,518,518.0,518,518
Weekday,18,2011-10-18,570,570.0,570,570
Weekday,18,2011-10-19,140,140.0,140,140
Weekday,18,2011-10-20,469,469.0,469,469
Weekday,18,2011-10-21,397,397.0,397,397
Weekday,18,2011-10-24,486,486.0,486,486
Weekday,18,2011-10-25,518,518.0,518,518
Weekday,18,2011-10-26,453,453.0,453,453
Weekday,18,2011-10-27,240,240.0,240,240
Weekday,18,2011-10-28,368,368.0,368,368
Weekday,18,2011-10-31,422,422.0,422,422
Weekday,18,2011-11-01,460,460.0,460,460
Weekday,18,2011-11-02,479,479.0,479,479
Weekday,18,2011-11-03,433,433.0,433,433
Weekday,18,2011-11-04,374,374.0,374,374
Weekday,18,2011-11-07,425,425.0,425,425
Weekday,18,2011-11-08,462,462.0,462,462
Weekday,18,2011-11-09,408,408.0,408,408
Weekday,18,2011-11-10,273,273.0,273,273
Weekday,18,2011-11-11,208,208.0,208,208
Weekday,18,2011-11-14,489,489.0,489,489
Weekday,18,2011-11-15,441,441.0,441,441
Weekday,18,2011-11-16,189,189.0,189,189
Weekday,18,2011-11-17,307,307.0,307,307
Weekday,18,2011-11-18,328,328.0,328,328
Weekday,18,2011-11-21,192,192.0,192,192
Weekday,18,2011-11-22,148,148.0,148,148
Weekday,18,2011-11-23,145,145.0,145,145
Weekday,18,2011-11-24,37,37.0,37,37
Weekday,18,2011-11-25,153,153.0,153,153
Weekday,18,2011-11-28,416,416.0,416,416
Weekday,18,2011-11-29,358,358.0,358,358
Weekday,18,2011-11-30,376,376.0,376,376
Weekday,18,2011-12-01,405,405.0,405,405
Weekday,18,2011-12-02,372,372.0,372,372
Weekday,18,2011-12-05,399,399.0,399,399
Weekday,18,2011-12-06,304,304.0,304,304
Weekday,18,2011-12-07,51,51.0,51,51
Weekday,18,2011-12-08,318,318.0,318,318
Weekday,18,2011-12-09,318,318.0,318,318
Weekday,18,2011-12-12,357,357.0,357,357
Weekday,18,2011-12-13,382,382.0,382,382
Weekday,18,2011-12-14,390,390.0,390,390
Weekday,18,2011-12-15,377,377.0,377,377
Weekday,18,2011-12-16,295,295.0,295,295
Weekday,18,2011-12-19,354,354.0,354,354
Weekday,18,2011-12-20,411,411.0,411,411
Weekday,18,2011-12-21,280,280.0,280,280
Weekday,18,2011-12-22,288,288.0,288,288
Weekday,18,2011-12-23,95,95.0,95,95
Weekday,18,2011-12-26,75,75.0,75,75
Weekday,18,2011-12-27,135,135.0,135,135
Weekday,18,2011-12-28,169,169.0,169,169
Weekday,18,2011-12-29,207,207.0,207,207
Weekday,18,2011-12-30,182,182.0,182,182
Weekday,18,2012-01-02,126,126.0,126,126
Weekday,18,2012-01-03,224,224.0,224,224
Weekday,18,2012-01-04,289,289.0,289,289
Weekday,18,2012-01-05,383,383.0,383,383
Weekday,18,2012-01-06,419,419.0,419,419
Weekday,18,2012-01-09,164,164.0,164,164
Weekday,18,2012-01-10,385,385.0,385,385
Weekday,18,2012-01-11,98,98.0,98,98
Weekday,18,2012-01-12,421,421.0,421,421
Weekday,18,2012-01-13,301,301.0,301,301
Weekday,18,2012-01-16,181,181.0,181,181
Weekday,18,2012-01-17,463,463.0,463,463
Weekday,18,2012-01-18,355,355.0,355,355
Weekday,18,2012-01-19,361,361.0,361,361
Weekday,18,2012-01-20,301,301.0,301,301
Weekday,18,2012-01-23,282,282.0,282,282
Weekday,18,2012-01-24,423,423.0,423,423
Weekday,18,2012-01-25,439,439.0,439,439
Weekday,18,2012-01-26,406,406.0,406,406
Weekday,18,2012-01-27,383,383.0,383,383
Weekday,18,2012-01-30,410,410.0,410,410
Weekday,18,2012-01-31,502,502.0,502,502
Weekday,18,2012-02-01,526,526.0,526,526
Weekday,18,2012-02-02,410,410.0,410,410
Weekday,18,2012-02-03,385,385.0,385,385
Weekday,18,2012-02-06,437,437.0,437,437
Weekday,18,2012-02-07,518,518.0,518,518
Weekday,18,2012-02-08,167,167.0,167,167
Weekday,18,2012-02-09,417,417.0,417,417
Weekday,18,2012-02-10,359,359.0,359,359
Weekday,18,2012-02-13,405,405.0,405,405
Weekday,18,2012-02-14,406,406.0,406,406
Weekday,18,2012-02-15,468,468.0,468,468
Weekday,18,2012-02-16,353,353.0,353,353
Weekday,18,2012-02-17,377,377.0,377,377
Weekday,18,2012-02-20,242,242.0,242,242
Weekday,18,2012-02-21,425,425.0,425,425
Weekday,18,2012-02-22,525,525.0,525,525
Weekday,18,2012-02-23,522,522.0,522,522
Weekday,18,2012-02-24,300,300.0,300,300
Weekday,18,2012-02-27,527,527.0,527,527
Weekday,18,2012-02-28,449,449.0,449,449
Weekday,18,2012-02-29,192,192.0,192,192
Weekday,18,2012-03-01,525,525.0,525,525
Weekday,18,2012-03-02,160,160.0,160,160
Weekday,18,2012-03-05,375,375.0,375,375
Weekday,18,2012-03-06,457,457.0,457,457
Weekday,18,2012-03-07,544,544.0,544,544
Weekday,18,2012-03-08,590,590.0,590,590
Weekday,18,2012-03-09,470,470.0,470,470
Weekday,18,2012-03-12,712,712.0,712,712
Weekday,18,2012-03-13,734,734.0,734,734
Weekday,18,2012-03-14,749,749.0,749,749
Weekday,18,2012-03-15,746,746.0,746,746
Weekday,18,2012-03-16,408,408.0,408,408
Weekday,18,2012-03-19,801,801.0,801,801
Weekday,18,2012-03-20,801,801.0,801,801
Weekday,18,2012-03-21,779,779.0,779,779
Weekday,18,2012-03-22,801,801.0,801,801
Weekday,18,2012-03-23,830,830.0,830,830
Weekday,18,2012-03-26,684,684.0,684,684
Weekday,18,2012-03-27,644,644.0,644,644
Weekday,18,2012-03-28,641,641.0,641,641
Weekday,18,2012-03-29,681,681.0,681,681
Weekday,18,2012-03-30,560,560.0,560,560
Weekday,18,2012-04-02,618,618.0,618,618
Weekday,18,2012-04-03,800,800.0,800,800
Weekday,18,2012-04-04,759,759.0,759,759
Weekday,18,2012-04-05,698,698.0,698,698
Weekday,18,2012-04-06,484,484.0,484,484
Weekday,18,2012-04-09,646,646.0,646,646
Weekday,18,2012-04-10,704,704.0,704,704
Weekday,18,2012-04-11,585,585.0,585,585
Weekday,18,2012-04-12,610,610.0,610,610
Weekday,18,2012-04-13,671,671.0,671,671
Weekday,18,2012-04-16,676,676.0,676,676
Weekday,18,2012-04-17,775,775.0,775,775
Weekday,18,2012-04-18,505,505.0,505,505
Weekday,18,2012-04-19,776,776.0,776,776
Weekday,18,2012-04-20,668,668.0,668,668
Weekday,18,2012-04-23,379,379.0,379,379
Weekday,18,2012-04-24,632,632.0,632,632
Weekday,18,2012-04-25,709,709.0,709,709
Weekday,18,2012-04-26,664,664.0,664,664
Weekday,18,2012-04-27,654,654.0,654,654
Weekday,18,2012-04-30,664,664.0,664,664
Weekday,18,2012-05-01,743,743.0,743,743
Weekday,18,2012-05-02,813,813.0,813,813
Weekday,18,2012-05-03,706,706.0,706,706
Weekday,18,2012-05-04,641,641.0,641,641
Weekday,18,2012-05-07,680,680.0,680,680
Weekday,18,2012-05-08,710,710.0,710,710
Weekday,18,2012-05-09,372,372.0,372,372
Weekday,18,2012-05-10,770,770.0,770,770
Weekday,18,2012-05-11,596,596.0,596,596
Weekday,18,2012-05-14,300,300.0,300,300
Weekday,18,2012-05-15,733,733.0,733,733
Weekday,18,2012-05-16,846,846.0,846,846
Weekday,18,2012-05-17,868,868.0,868,868
Weekday,18,2012-05-18,669,669.0,669,669
Weekday,18,2012-05-21,530,530.0,530,530
Weekday,18,2012-05-22,785,785.0,785,785
Weekday,18,2012-05-23,327,327.0,327,327
Weekday,18,2012-05-24,752,752.0,752,752
Weekday,18,2012-05-25,522,522.0,522,522
Weekday,18,2012-05-28,383,383.0,383,383
Weekday,18,2012-05-29,710,710.0,710,710
Weekday,18,2012-05-30,796,796.0,796,796
Weekday,18,2012-05-31,785,785.0,785,785
Weekday,18,2012-06-01,110,110.0,110,110
Weekday,18,2012-06-04,822,822.0,822,822
Weekday,18,2012-06-05,790,790.0,790,790
Weekday,18,2012-06-06,782,782.0,782,782
Weekday,18,2012-06-07,813,813.0,813,813
Weekday,18,2012-06-08,723,723.0,723,723
Weekday,18,2012-06-11,831,831.0,831,831
Weekday,18,2012-06-12,653,653.0,653,653
Weekday,18,2012-06-13,744,744.0,744,744
Weekday,18,2012-06-14,823,823.0,823,823
Weekday,18,2012-06-15,693,693.0,693,693
Weekday,18,2012-06-18,642,642.0,642,642
Weekday,18,2012-06-19,795,795.0,795,795
Weekday,18,2012-06-20,672,672.0,672,672
Weekday,18,2012-06-21,640,640.0,640,640
Weekday,18,2012-06-22,505,505.0,505,505
Weekday,18,2012-06-25,791,791.0,791,791
Weekday,18,2012-06-26,824,824.0,824,824
Weekday,18,2012-06-27,804,804.0,804,804
Weekday,18,2012-06-28,697,697.0,697,697
Weekday,18,2012-06-29,464,464.0,464,464
Weekday,18,2012-07-02,730,730.0,730,730
Weekday,18,2012-07-03,627,627.0,627,627
Weekday,18,2012-07-04,430,430.0,430,430
Weekday,18,2012-07-05,607,607.0,607,607
Weekday,18,2012-07-06,560,560.0,560,560
Weekday,18,2012-07-09,872,872.0,872,872
Weekday,18,2012-07-10,819,819.0,819,819
Weekday,18,2012-07-11,814,814.0,814,814
Weekday,18,2012-07-12,825,825.0,825,825
Weekday,18,2012-07-13,631,631.0,631,631
Weekday,18,2012-07-16,794,794.0,794,794
Weekday,18,2012-07-17,772,772.0,772,772
Weekday,18,2012-07-18,643,643.0,643,643
Weekday,18,2012-07-19,777,777.0,777,777
Weekday,18,2012-07-20,622,622.0,622,622
Weekday,18,2012-07-23,741,741.0,741,741
Weekday,18,2012-07-24,877,877.0,877,877
Weekday,18,2012-07-25,891,891.0,891,891
Weekday,18,2012-07-26,688,688.0,688,688
Weekday,18,2012-07-27,622,622.0,622,622
Weekday,18,2012-07-30,812,812.0,812,812
Weekday,18,2012-07-31,857,857.0,857,857
Weekday,18,2012-08-01,891,891.0,891,891
Weekday,18,2012-08-02,767,767.0,767,767
Weekday,18,2012-08-03,671,671.0,671,671
Weekday,18,2012-08-06,843,843.0,843,843
Weekday,18,2012-08-07,814,814.0,814,814
Weekday,18,2012-08-08,862,862.0,862,862
Weekday,18,2012-08-09,811,811.0,811,811
Weekday,18,2012-08-10,640,640.0,640,640
Weekday,18,2012-08-13,812,812.0,812,812
Weekday,18,2012-08-14,854,854.0,854,854
Weekday,18,2012-08-15,848,848.0,848,848
Weekday,18,2012-08-16,832,832.0,832,832
Weekday,18,2012-08-17,669,669.0,669,669
Weekday,18,2012-08-20,815,815.0,815,815
Weekday,18,2012-08-21,625,625.0,625,625
Weekday,18,2012-08-22,683,683.0,683,683
Weekday,18,2012-08-23,941,941.0,941,941
Weekday,18,2012-08-24,736,736.0,736,736
Weekday,18,2012-08-27,834,834.0,834,834
Weekday,18,2012-08-28,818,818.0,818,818
Weekday,18,2012-08-29,812,812.0,812,812
Weekday,18,2012-08-30,853,853.0,853,853
Weekday,18,2012-08-31,546,546.0,546,546
Weekday,18,2012-09-03,482,482.0,482,482
Weekday,18,2012-09-04,839,839.0,839,839
Weekday,18,2012-09-05,839,839.0,839,839
Weekday,18,2012-09-06,835,835.0,835,835
Weekday,18,2012-09-07,792,792.0,792,792
Weekday,18,2012-09-10,968,968.0,968,968
Weekday,18,2012-09-11,877,877.0,877,877
Weekday,18,2012-09-12,977,977.0,977,977
Weekday,18,2012-09-13,852,852.0,852,852
Weekday,18,2012-09-14,808,808.0,808,808
Weekday,18,2012-09-17,774,774.0,774,774
Weekday,18,2012-09-18,281,281.0,281,281
Weekday,18,2012-09-19,892,892.0,892,892
Weekday,18,2012-09-20,900,900.0,900,900
Weekday,18,2012-09-21,805,805.0,805,805
Weekday,18,2012-09-24,853,853.0,853,853
Weekday,18,2012-09-25,822,822.0,822,822
Weekday,18,2012-09-26,884,884.0,884,884
Weekday,18,2012-09-27,899,899.0,899,899
Weekday,18,2012-09-28,667,667.0,667,667
Weekday,18,2012-10-01,613,613.0,613,613
Weekday,18,2012-10-02,687,687.0,687,687
Weekday,18,2012-10-03,810,810.0,810,810
Weekday,18,2012-10-04,887,887.0,887,887
Weekday,18,2012-10-05,761,761.0,761,761
Weekday,18,2012-10-08,456,456.0,456,456
Weekday,18,2012-10-09,784,784.0,784,784
Weekday,18,2012-10-10,844,844.0,844,844
Weekday,18,2012-10-11,692,692.0,692,692
Weekday,18,2012-10-12,642,642.0,642,642
Weekday,18,2012-10-15,592,592.0,592,592
Weekday,18,2012-10-16,838,838.0,838,838
Weekday,18,2012-10-17,884,884.0,884,884
Weekday,18,2012-10-18,788,788.0,788,788
Weekday,18,2012-10-19,233,233.0,233,233
Weekday,18,2012-10-22,786,786.0,786,786
Weekday,18,2012-10-23,826,826.0,826,826
Weekday,18,2012-10-24,858,858.0,858,858
Weekday,18,2012-10-25,809,809.0,809,809
Weekday,18,2012-10-26,665,665.0,665,665
Weekday,18,2012-10-30,143,143.0,143,143
Weekday,18,2012-10-31,584,584.0,584,584
Weekday,18,2012-11-01,678,678.0,678,678
Weekday,18,2012-11-02,522,522.0,522,522
Weekday,18,2012-11-05,542,542.0,542,542
Weekday,18,2012-11-06,497,497.0,497,497
Weekday,18,2012-11-07,465,465.0,465,465
Weekday,18,2012-11-08,507,507.0,507,507
Weekday,18,2012-11-09,496,496.0,496,496
Weekday,18,2012-11-12,551,551.0,551,551
Weekday,18,2012-11-13,559,559.0,559,559
Weekday,18,2012-11-14,567,567.0,567,567
Weekday,18,2012-11-15,573,573.0,573,573
Weekday,18,2012-11-16,505,505.0,505,505
Weekday,18,2012-11-19,580,580.0,580,580
Weekday,18,2012-11-20,550,550.0,550,550
Weekday,18,2012-11-21,311,311.0,311,311
Weekday,18,2012-11-22,70,70.0,70,70
Weekday,18,2012-11-23,208,208.0,208,208
Weekday,18,2012-11-26,521,521.0,521,521
Weekday,18,2012-11-27,482,482.0,482,482
Weekday,18,2012-11-28,542,542.0,542,542
Weekday,18,2012-11-29,537,537.0,537,537
Weekday,18,2012-11-30,509,509.0,509,509
Weekday,18,2012-12-03,692,692.0,692,692
Weekday,18,2012-12-04,731,731.0,731,731
Weekday,18,2012-12-05,609,609.0,609,609
Weekday,18,2012-12-06,565,565.0,565,565
Weekday,18,2012-12-07,498,498.0,498,498
Weekday,18,2012-12-10,564,564.0,564,564
Weekday,18,2012-12-11,546,546.0,546,546
Weekday,18,2012-12-12,540,540.0,540,540
Weekday,18,2012-12-13,466,466.0,466,466
Weekday,18,2012-12-14,455,455.0,455,455
Weekday,18,2012-12-17,507,507.0,507,507
Weekday,18,2012-12-18,525,525.0,525,525
Weekday,18,2012-12-19,569,569.0,569,569
Weekday,18,2012-12-20,381,381.0,381,381
Weekday,18,2012-12-21,243,243.0,243,243
Weekday,18,2012-12-24,26,26.0,26,26
Weekday,18,2012-12-25,43,43.0,43,43
Weekday,18,2012-12-26,43,43.0,43,43
Weekday,18,2012-12-27,197,197.0,197,197
Weekday,18,2012-12-28,213,213.0,213,213
Weekday,18,2012-12-31,122,122.0,122,122
Weekday,19,2011-01-03,110,110.0,110,110
Weekday,19,2011-01-04,112,112.0,112,112
Weekday,19,2011-01-05,132,132.0,132,132
Weekday,19,2011-01-06,112,112.0,112,112
Weekday,19,2011-01-07,95,95.0,95,95
Weekday,19,2011-01-10,95,95.0,95,95
Weekday,19,2011-01-11,51,51.0,51,51
Weekday,19,2011-01-12,83,83.0,83,83
Weekday,19,2011-01-13,99,99.0,99,99
Weekday,19,2011-01-14,92,92.0,92,92
Weekday,19,2011-01-17,60,60.0,60,60
Weekday,19,2011-01-18,99,99.0,99,99
Weekday,19,2011-01-19,112,112.0,112,112
Weekday,19,2011-01-20,152,152.0,152,152
Weekday,19,2011-01-21,96,96.0,96,96
Weekday,19,2011-01-24,106,106.0,106,106
Weekday,19,2011-01-25,146,146.0,146,146
Weekday,19,2011-01-27,79,79.0,79,79
Weekday,19,2011-01-28,89,89.0,89,89
Weekday,19,2011-01-31,111,111.0,111,111
Weekday,19,2011-02-01,108,108.0,108,108
Weekday,19,2011-02-02,91,91.0,91,91
Weekday,19,2011-02-03,96,96.0,96,96
Weekday,19,2011-02-04,103,103.0,103,103
Weekday,19,2011-02-07,128,128.0,128,128
Weekday,19,2011-02-08,101,101.0,101,101
Weekday,19,2011-02-09,88,88.0,88,88
Weekday,19,2011-02-10,112,112.0,112,112
Weekday,19,2011-02-11,101,101.0,101,101
Weekday,19,2011-02-14,98,98.0,98,98
Weekday,19,2011-02-15,145,145.0,145,145
Weekday,19,2011-02-16,161,161.0,161,161
Weekday,19,2011-02-17,175,175.0,175,175
Weekday,19,2011-02-18,162,162.0,162,162
Weekday,19,2011-02-21,49,49.0,49,49
Weekday,19,2011-02-22,118,118.0,118,118
Weekday,19,2011-02-23,141,141.0,141,141
Weekday,19,2011-02-24,115,115.0,115,115
Weekday,19,2011-02-25,90,90.0,90,90
Weekday,19,2011-02-28,80,80.0,80,80
Weekday,19,2011-03-01,119,119.0,119,119
Weekday,19,2011-03-02,150,150.0,150,150
Weekday,19,2011-03-03,106,106.0,106,106
Weekday,19,2011-03-04,107,107.0,107,107
Weekday,19,2011-03-07,145,145.0,145,145
Weekday,19,2011-03-08,150,150.0,150,150
Weekday,19,2011-03-09,134,134.0,134,134
Weekday,19,2011-03-10,56,56.0,56,56
Weekday,19,2011-03-11,118,118.0,118,118
Weekday,19,2011-03-14,150,150.0,150,150
Weekday,19,2011-03-15,152,152.0,152,152
Weekday,19,2011-03-16,168,168.0,168,168
Weekday,19,2011-03-17,207,207.0,207,207
Weekday,19,2011-03-18,190,190.0,190,190
Weekday,19,2011-03-21,221,221.0,221,221
Weekday,19,2011-03-22,164,164.0,164,164
Weekday,19,2011-03-23,159,159.0,159,159
Weekday,19,2011-03-24,138,138.0,138,138
Weekday,19,2011-03-25,135,135.0,135,135
Weekday,19,2011-03-28,173,173.0,173,173
Weekday,19,2011-03-29,190,190.0,190,190
Weekday,19,2011-03-30,72,72.0,72,72
Weekday,19,2011-03-31,130,130.0,130,130
Weekday,19,2011-04-01,136,136.0,136,136
Weekday,19,2011-04-04,278,278.0,278,278
Weekday,19,2011-04-05,160,160.0,160,160
Weekday,19,2011-04-06,232,232.0,232,232
Weekday,19,2011-04-07,226,226.0,226,226
Weekday,19,2011-04-08,53,53.0,53,53
Weekday,19,2011-04-11,284,284.0,284,284
Weekday,19,2011-04-12,130,130.0,130,130
Weekday,19,2011-04-13,175,175.0,175,175
Weekday,19,2011-04-14,259,259.0,259,259
Weekday,19,2011-04-15,209,209.0,209,209
Weekday,19,2011-04-18,286,286.0,286,286
Weekday,19,2011-04-19,276,276.0,276,276
Weekday,19,2011-04-20,383,383.0,383,383
Weekday,19,2011-04-21,324,324.0,324,324
Weekday,19,2011-04-22,55,55.0,55,55
Weekday,19,2011-04-25,382,382.0,382,382
Weekday,19,2011-04-26,328,328.0,328,328
Weekday,19,2011-04-27,260,260.0,260,260
Weekday,19,2011-04-28,404,404.0,404,404
Weekday,19,2011-04-29,270,270.0,270,270
Weekday,19,2011-05-02,314,314.0,314,314
Weekday,19,2011-05-03,365,365.0,365,365
Weekday,19,2011-05-04,296,296.0,296,296
Weekday,19,2011-05-05,361,361.0,361,361
Weekday,19,2011-05-06,292,292.0,292,292
Weekday,19,2011-05-09,384,384.0,384,384
Weekday,19,2011-05-10,434,434.0,434,434
Weekday,19,2011-05-11,401,401.0,401,401
Weekday,19,2011-05-12,364,364.0,364,364
Weekday,19,2011-05-13,270,270.0,270,270
Weekday,19,2011-05-16,308,308.0,308,308
Weekday,19,2011-05-17,349,349.0,349,349
Weekday,19,2011-05-18,331,331.0,331,331
Weekday,19,2011-05-19,410,410.0,410,410
Weekday,19,2011-05-20,302,302.0,302,302
Weekday,19,2011-05-23,358,358.0,358,358
Weekday,19,2011-05-24,355,355.0,355,355
Weekday,19,2011-05-25,405,405.0,405,405
Weekday,19,2011-05-26,378,378.0,378,378
Weekday,19,2011-05-27,279,279.0,279,279
Weekday,19,2011-05-30,225,225.0,225,225
Weekday,19,2011-05-31,285,285.0,285,285
Weekday,19,2011-06-01,264,264.0,264,264
Weekday,19,2011-06-02,379,379.0,379,379
Weekday,19,2011-06-03,391,391.0,391,391
Weekday,19,2011-06-06,407,407.0,407,407
Weekday,19,2011-06-07,424,424.0,424,424
Weekday,19,2011-06-08,384,384.0,384,384
Weekday,19,2011-06-09,326,326.0,326,326
Weekday,19,2011-06-10,306,306.0,306,306
Weekday,19,2011-06-13,423,423.0,423,423
Weekday,19,2011-06-14,386,386.0,386,386
Weekday,19,2011-06-15,416,416.0,416,416
Weekday,19,2011-06-16,327,327.0,327,327
Weekday,19,2011-06-17,328,328.0,328,328
Weekday,19,2011-06-20,431,431.0,431,431
Weekday,19,2011-06-21,425,425.0,425,425
Weekday,19,2011-06-22,342,342.0,342,342
Weekday,19,2011-06-23,400,400.0,400,400
Weekday,19,2011-06-24,385,385.0,385,385
Weekday,19,2011-06-27,396,396.0,396,396
Weekday,19,2011-06-28,299,299.0,299,299
Weekday,19,2011-06-29,401,401.0,401,401
Weekday,19,2011-06-30,455,455.0,455,455
Weekday,19,2011-07-01,318,318.0,318,318
Weekday,19,2011-07-04,375,375.0,375,375
Weekday,19,2011-07-05,368,368.0,368,368
Weekday,19,2011-07-06,394,394.0,394,394
Weekday,19,2011-07-07,365,365.0,365,365
Weekday,19,2011-07-08,270,270.0,270,270
Weekday,19,2011-07-11,373,373.0,373,373
Weekday,19,2011-07-12,337,337.0,337,337
Weekday,19,2011-07-13,419,419.0,419,419
Weekday,19,2011-07-14,400,400.0,400,400
Weekday,19,2011-07-15,394,394.0,394,394
Weekday,19,2011-07-18,398,398.0,398,398
Weekday,19,2011-07-19,388,388.0,388,388
Weekday,19,2011-07-20,382,382.0,382,382
Weekday,19,2011-07-21,284,284.0,284,284
Weekday,19,2011-07-22,250,250.0,250,250
Weekday,19,2011-07-25,386,386.0,386,386
Weekday,19,2011-07-26,398,398.0,398,398
Weekday,19,2011-07-27,375,375.0,375,375
Weekday,19,2011-07-28,322,322.0,322,322
Weekday,19,2011-07-29,241,241.0,241,241
Weekday,19,2011-08-01,413,413.0,413,413
Weekday,19,2011-08-02,454,454.0,454,454
Weekday,19,2011-08-03,321,321.0,321,321
Weekday,19,2011-08-04,366,366.0,366,366
Weekday,19,2011-08-05,372,372.0,372,372
Weekday,19,2011-08-08,416,416.0,416,416
Weekday,19,2011-08-09,371,371.0,371,371
Weekday,19,2011-08-10,413,413.0,413,413
Weekday,19,2011-08-11,371,371.0,371,371
Weekday,19,2011-08-12,385,385.0,385,385
Weekday,19,2011-08-15,397,397.0,397,397
Weekday,19,2011-08-16,376,376.0,376,376
Weekday,19,2011-08-17,347,347.0,347,347
Weekday,19,2011-08-18,141,141.0,141,141
Weekday,19,2011-08-19,165,165.0,165,165
Weekday,19,2011-08-22,416,416.0,416,416
Weekday,19,2011-08-23,367,367.0,367,367
Weekday,19,2011-08-24,440,440.0,440,440
Weekday,19,2011-08-25,272,272.0,272,272
Weekday,19,2011-08-26,290,290.0,290,290
Weekday,19,2011-08-29,367,367.0,367,367
Weekday,19,2011-08-30,465,465.0,465,465
Weekday,19,2011-08-31,446,446.0,446,446
Weekday,19,2011-09-01,443,443.0,443,443
Weekday,19,2011-09-02,287,287.0,287,287
Weekday,19,2011-09-05,175,175.0,175,175
Weekday,19,2011-09-06,281,281.0,281,281
Weekday,19,2011-09-07,226,226.0,226,226
Weekday,19,2011-09-08,52,52.0,52,52
Weekday,19,2011-09-09,349,349.0,349,349
Weekday,19,2011-09-12,436,436.0,436,436
Weekday,19,2011-09-13,396,396.0,396,396
Weekday,19,2011-09-14,381,381.0,381,381
Weekday,19,2011-09-15,232,232.0,232,232
Weekday,19,2011-09-16,315,315.0,315,315
Weekday,19,2011-09-19,374,374.0,374,374
Weekday,19,2011-09-20,337,337.0,337,337
Weekday,19,2011-09-21,283,283.0,283,283
Weekday,19,2011-09-22,420,420.0,420,420
Weekday,19,2011-09-23,248,248.0,248,248
Weekday,19,2011-09-26,383,383.0,383,383
Weekday,19,2011-09-27,320,320.0,320,320
Weekday,19,2011-09-28,372,372.0,372,372
Weekday,19,2011-09-29,384,384.0,384,384
Weekday,19,2011-09-30,374,374.0,374,374
Weekday,19,2011-10-03,315,315.0,315,315
Weekday,19,2011-10-04,345,345.0,345,345
Weekday,19,2011-10-05,374,374.0,374,374
Weekday,19,2011-10-06,343,343.0,343,343
Weekday,19,2011-10-07,294,294.0,294,294
Weekday,19,2011-10-10,336,336.0,336,336
Weekday,19,2011-10-11,318,318.0,318,318
Weekday,19,2011-10-12,109,109.0,109,109
Weekday,19,2011-10-13,205,205.0,205,205
Weekday,19,2011-10-14,248,248.0,248,248
Weekday,19,2011-10-17,333,333.0,333,333
Weekday,19,2011-10-18,317,317.0,317,317
Weekday,19,2011-10-19,197,197.0,197,197
Weekday,19,2011-10-20,298,298.0,298,298
Weekday,19,2011-10-21,253,253.0,253,253
Weekday,19,2011-10-24,237,237.0,237,237
Weekday,19,2011-10-25,338,338.0,338,338
Weekday,19,2011-10-26,331,331.0,331,331
Weekday,19,2011-10-27,219,219.0,219,219
Weekday,19,2011-10-28,204,204.0,204,204
Weekday,19,2011-10-31,238,238.0,238,238
Weekday,19,2011-11-01,313,313.0,313,313
Weekday,19,2011-11-02,282,282.0,282,282
Weekday,19,2011-11-03,252,252.0,252,252
Weekday,19,2011-11-04,196,196.0,196,196
Weekday,19,2011-11-07,300,300.0,300,300
Weekday,19,2011-11-08,278,278.0,278,278
Weekday,19,2011-11-09,304,304.0,304,304
Weekday,19,2011-11-10,211,211.0,211,211
Weekday,19,2011-11-11,199,199.0,199,199
Weekday,19,2011-11-14,302,302.0,302,302
Weekday,19,2011-11-15,286,286.0,286,286
Weekday,19,2011-11-16,111,111.0,111,111
Weekday,19,2011-11-17,217,217.0,217,217
Weekday,19,2011-11-18,190,190.0,190,190
Weekday,19,2011-11-21,137,137.0,137,137
Weekday,19,2011-11-22,111,111.0,111,111
Weekday,19,2011-11-23,122,122.0,122,122
Weekday,19,2011-11-24,28,28.0,28,28
Weekday,19,2011-11-25,134,134.0,134,134
Weekday,19,2011-11-28,264,264.0,264,264
Weekday,19,2011-11-29,250,250.0,250,250
Weekday,19,2011-11-30,279,279.0,279,279
